--------------------
BDMEP - INMET
--------------------
Estação           : SAO PAULO MIR de SANTANA  - SP (OMM: 83781)
Latitude  (graus) : -23.5
Longitude (graus) : -46.61
Altitude  (metros): 792.06
Estação Operante
Inicio de operação: 01/12/1945
Periodo solicitado dos dados: 01/01/1950 a 03/10/2019
Os dados listados abaixo são os que encontram-se digitados no BDMEP
Hora em UTC
--------------------
Obs.: Os dados aparecem separados por ; (ponto e vírgula) no formato txt.
      Para o formato planilha XLS, <A HREF="instrucao.html" TARGET="_top" rel="facebox">siga as instruções</a>
--------------------
Estacao;Data;Hora;TempBulboSeco;TempBulboUmido;UmidadeRelativa;PressaoAtmEstacao;DirecaoVento;VelocidadeVentoNebulosidade;
83781;01/08/1966;0000;13.1;12.7;95;929.5;0;0;10;
83781;01/08/1966;1200;11.7;11.5;98;929.9;0;0;10;
83781;01/08/1966;1800;13.5;12.6;90;928.7;0;0;10;
83781;02/08/1966;0000;11.9;11.6;96;929.5;9;1;10;
83781;02/08/1966;1200;12.7;11.8;91;930.2;5;1;10;
83781;02/08/1966;1800;20.3;16;64;927.6;0;0;4;
83781;03/08/1966;0000;14.8;14;92;929;5;3;1;
83781;03/08/1966;1200;13.9;13.8;99;930;0;0;10;
83781;03/08/1966;1800;26.1;20.2;58;927.2;36;1;4;
83781;04/08/1966;0000;19.7;17.9;84;928.3;0;0;1;
83781;04/08/1966;1200;18.1;16.2;82;928;0;0;0;
83781;04/08/1966;1800;28.6;19.4;41;925.5;27;1;0;
83781;05/08/1966;0000;21.3;17.7;70;926.6;5;1;0;
83781;05/08/1966;1200;19.3;16.9;79;926.7;0;0;8;
83781;05/08/1966;1800;26.3;19;49;924.4;27;2;7;
83781;06/08/1966;0000;17.4;14.8;75;927.6;32;4;10;
83781;06/08/1966;1200;8.8;5.7;60;929;27;3;3;
83781;06/08/1966;1800;17.9;10.4;35;926.8;27;2;3;
83781;07/08/1966;0000;8.2;6.6;80;929;0;0;0;
83781;07/08/1966;1200;8.9;8;88;930.8;9;1;10;
83781;07/08/1966;1800;14.5;12;74;929.2;9;1;10;
83781;08/08/1966;0000;11.3;10.6;92;931.1;9;1;10;
83781;08/08/1966;1200;13.3;13;97;932.2;5;1;10;
83781;08/08/1966;1800;23.5;18;58;928.3;9;1;7;
83781;09/08/1966;0000;14.2;14.1;99;930.4;9;2;10;
83781;09/08/1966;1200;15.7;14.4;86;931;0;0;10;
83781;09/08/1966;1800;16.3;14.8;85;929.5;18;2;10;
83781;10/08/1966;0000;14.5;14.2;96;931.1;14;2;10;
83781;10/08/1966;1200;14.1;13.5;94;932.4;0;0;10;
83781;10/08/1966;1800;18.1;16.2;82;930.2;14;5;10;
83781;11/08/1966;0000;14.2;14.1;99;932.4;14;4;10;
83781;11/08/1966;1200;16.3;14.9;85;931.5;9;2;5;
83781;11/08/1966;1800;21.9;17.5;64;928.6;18;1;5;
83781;12/08/1966;0000;15.9;15.6;97;930.2;14;3;10;
83781;12/08/1966;1200;13.9;13.8;99;929.9;0;0;10;
83781;12/08/1966;1800;26.7;17;35;926.6;36;1;1;
83781;13/08/1966;0000;18.5;14;60;927.2;36;3;0;
83781;13/08/1966;1200;17;14.2;73;927.8;0;0;0;
83781;13/08/1966;1800;27.3;17;33;924;32;2;0;
83781;14/08/1966;0000;21;15;51;924.6;32;1;0;
83781;14/08/1966;1200;20.1;15;57;925.9;23;1;5;
83781;14/08/1966;1800;28.7;17.8;31;923.1;32;2;10;
83781;15/08/1966;0000;16.9;16.2;93;926.7;14;1;10;
83781;15/08/1966;1200;13.9;13;91;929.1;14;4;10;
83781;15/08/1966;1800;13.1;12;88;927.9;14;4;10;
83781;16/08/1966;0000;11.7;11;93;929.6;14;1;10;
83781;16/08/1966;1200;10.3;10.1;97;932.3;14;2;10;
83781;16/08/1966;1800;10.5;10;93;931.5;14;2;10;
83781;17/08/1966;0000;9.9;9.6;95;932.8;9;4;10;
83781;17/08/1966;1200;12.1;11.4;93;933;9;4;10;
83781;17/08/1966;1800;15.7;13.6;79;931.4;9;4;10;
83781;18/08/1966;0000;13.3;12.8;95;932.4;9;5;10;
83781;18/08/1966;1200;14.5;13.2;86;932.8;9;3;10;
83781;18/08/1966;1800;20.1;16.4;68;929.5;23;2;0;
83781;19/08/1966;0000;14.6;14.4;98;930.4;5;3;10;
83781;19/08/1966;1200;13.8;13.6;97;930.7;5;2;8;
83781;19/08/1966;1800;26.9;17.2;35;926.8;27;2;3;
83781;20/08/1966;0000;20.7;16.4;63;927.2;32;1;6;
83781;20/08/1966;1200;17.9;15.4;77;927.6;0;0;0;
83781;20/08/1966;1800;27.5;17;32;925.1;27;2;4;
83781;21/08/1966;0000;15.3;15;97;927.8;0;0;10;
83781;21/08/1966;1200;15.3;14.8;95;928.7;9;1;10;
83781;21/08/1966;1800;24.9;19.4;60;925.4;0;0;0;
83781;22/08/1966;0000;16.9;16.6;97;927.8;0;0;10;
83781;22/08/1966;1200;16.1;15.8;97;929.6;0;0;10;
83781;22/08/1966;1800;26.1;18.8;49;927.2;14;1;0;
83781;23/08/1966;0000;16.6;15.7;91;930;14;3;10;
83781;23/08/1966;1200;18.1;16.2;82;930.4;9;5;10;
83781;23/08/1966;1800;26.6;20;54;925.9;9;1;0;
83781;24/08/1966;0000;17.1;16.4;93;928.4;18;2;10;
83781;24/08/1966;1200;16.3;15;86;927.8;0;0;10;
83781;24/08/1966;1800;15.9;14.5;85;925.9;18;5;10;
83781;25/08/1966;0000;12.2;11.4;92;929.9;14;7;10;
83781;25/08/1966;1200;10.5;10.4;99;932.8;14;3;10;
83781;25/08/1966;1800;11.3;10.4;90;933.1;14;5;10;
83781;26/08/1966;0000;9.6;9;93;935.5;9;3;4;
83781;26/08/1966;1200;10.1;10;99;936.2;9;5;10;
83781;26/08/1966;1800;13.4;11.8;83;934.6;14;3;10;
83781;27/08/1966;0000;11.6;10.8;92;935.8;9;5;9;
83781;27/08/1966;1200;12.9;11.2;81;934.3;9;3;5;
83781;27/08/1966;1800;19.9;14.8;57;929.9;9;3;0;
83781;28/08/1966;0000;11.6;11;94;931.5;9;1;1;
83781;28/08/1966;1200;10.3;10.2;99;930.7;5;1;10;
83781;28/08/1966;1800;24.8;17.6;48;926.4;14;1;0;
83781;29/08/1966;0000;17;14.4;75;927.6;0;0;0;
83781;29/08/1966;1200;14.9;13.1;81;927.4;0;0;4;
83781;29/08/1966;1800;22.9;15.6;45;923;32;2;10;
83781;30/08/1966;0000;16.5;15;85;924.8;0;0;10;
83781;30/08/1966;1200;18.1;14.6;68;926.2;23;2;6;
83781;30/08/1966;1800;22.4;16.8;56;923.9;27;2;10;
83781;31/08/1966;0000;17.7;15.8;82;924.4;0;0;2;
83781;31/08/1966;1200;19.4;15.4;65;923.4;5;3;8;
83781;31/08/1966;1800;27.8;19.2;43;919.9;36;1;10;
83781;01/09/1966;0000;16.9;16.4;95;924;5;2;9;
83781;01/09/1966;1200;17.7;15.9;83;926;27;3;10;
83781;01/09/1966;1800;22.5;19.1;72;923.8;27;3;10;
83781;02/09/1966;0000;18.8;17.4;86;928.2;0;0;10;
83781;02/09/1966;1200;13.3;13.1;98;932.7;18;3;10;
83781;02/09/1966;1800;12.4;12.2;97;931;18;3;10;
83781;03/09/1966;0000;11.9;11.8;99;932;14;3;10;
83781;03/09/1966;1200;12.7;12.6;99;930.3;0;0;10;
83781;03/09/1966;1800;16.3;15;86;926.8;0;0;10;
83781;04/09/1966;0000;12.7;12.6;99;930.2;0;0;10;
83781;04/09/1966;1200;14.6;14.6;100;931.2;18;1;10;
83781;04/09/1966;1800;16.4;15;85;930.6;14;3;10;
83781;05/09/1966;0000;14.7;14.2;94;932.3;14;2;10;
83781;05/09/1966;1200;14.5;13.9;94;933;9;3;10;
83781;05/09/1966;1800;19.7;17.2;78;930.2;9;2;6;
83781;06/09/1966;0000;15.1;14.6;94;931.8;9;3;10;
83781;06/09/1966;1200;15.5;15;94;931.5;0;0;10;
83781;06/09/1966;1800;26.4;19;49;927.5;0;0;1;
83781;07/09/1966;0000;19.3;16.8;78;928.7;36;1;1;
83781;07/09/1966;1200;19.5;16.7;75;929.4;0;0;0;
83781;07/09/1966;1800;27.9;18.4;37;925.4;9;2;2;
83781;08/09/1966;0000;20.2;17;72;927.1;36;1;1;
83781;08/09/1966;1200;20.3;16.8;71;929.1;0;0;0;
83781;08/09/1966;1800;28.5;18.6;37;925.5;27;1;0;
83781;09/09/1966;0000;22.3;17.5;62;927.2;0;0;0;
83781;09/09/1966;1200;16.4;15.9;95;929.4;18;1;10;
83781;09/09/1966;1800;17.9;16.6;87;926.3;14;2;10;
83781;10/09/1966;0000;15.4;14.7;93;927.9;9;2;10;
83781;10/09/1966;1200;18.1;16.8;87;925.9;9;2;0;
83781;10/09/1966;1800;31.3;21.2;39;922.8;0;0;0;
83781;11/09/1966;0000;23.9;19.2;64;925.6;5;1;0;
83781;11/09/1966;1200;21.2;17.8;71;927.8;0;0;0;
83781;11/09/1966;1800;31.3;19.2;29;924.8;27;2;0;
83781;12/09/1966;0000;23.9;18.1;57;927.2;0;0;0;
83781;12/09/1966;1200;21;17.2;68;928.6;5;3;0;
83781;12/09/1966;1800;32.6;19.4;26;925.6;27;1;0;
83781;13/09/1966;0000;19.1;17.2;83;927.6;0;0;0;
83781;13/09/1966;1200;17.8;15.2;76;928.2;0;0;7;
83781;13/09/1966;1800;30.1;21;43;924.3;23;1;0;
83781;14/09/1966;0000;16;15.6;96;926.2;0;0;0;
83781;14/09/1966;1200;17.7;16;84;926.2;0;0;0;
83781;14/09/1966;1800;30.9;22.6;48;921;0;0;0;
83781;15/09/1966;0000;23.2;20.5;78;923;36;1;0;
83781;15/09/1966;1200;16.8;16.5;97;923;0;0;10;
83781;15/09/1966;1800;29.6;20.6;44;919.9;27;1;0;
83781;16/09/1966;0000;17;16;90;924.6;14;4;10;
83781;16/09/1966;1200;16.9;16;91;924.3;5;1;10;
83781;16/09/1966;1800;16.5;15.8;93;923.4;23;1;10;
83781;17/09/1966;0000;15;14.8;98;926.4;14;5;10;
83781;17/09/1966;1200;11.7;11.2;94;930.7;18;2;10;
83781;17/09/1966;1800;12.4;10.8;83;929.1;18;2;10;
83781;18/09/1966;0000;9.2;7.8;83;932;14;5;10;
83781;18/09/1966;1200;10.5;8;69;932.6;18;2;5;
83781;18/09/1966;1800;15.8;11.4;58;928.3;14;3;1;
83781;19/09/1966;0000;8.8;7.9;89;929.2;9;4;10;
83781;19/09/1966;1200;12.9;10.6;74;930.3;9;3;5;
83781;19/09/1966;1800;18.1;14.2;65;925.5;18;2;4;
83781;20/09/1966;0000;12.8;12.2;93;929.1;14;3;10;
83781;20/09/1966;1200;17.1;14.8;78;924.8;36;2;10;
83781;20/09/1966;1800;18.1;16.1;81;924.6;27;1;10;
83781;21/09/1966;0000;16;15.3;93;925;23;2;10;
83781;21/09/1966;1200;13.3;12;86;929.1;18;2;10;
83781;21/09/1966;1800;15.9;12.8;69;927.9;14;2;4;
83781;22/09/1966;0000;9.7;8.8;89;931.6;14;3;0;
83781;22/09/1966;1200;12.1;10.2;78;932.4;14;2;7;
83781;22/09/1966;1800;14.4;10.2;57;931.5;18;4;5;
83781;23/09/1966;0000;8.6;7.6;87;934.7;18;3;8;
83781;23/09/1966;1200;11.1;9.4;80;934.8;9;2;6;
83781;23/09/1966;1800;14.6;10.9;63;932.2;14;5;7;
83781;24/09/1966;0000;10.1;9.1;88;934.2;9;3;7;
83781;24/09/1966;1200;12.5;9.8;71;933.5;9;6;7;
83781;24/09/1966;1800;18.6;14.2;61;929.9;14;2;0;
83781;25/09/1966;0000;12;11;89;932.8;14;5;10;
83781;25/09/1966;1200;14.2;12;77;931.6;9;2;0;
83781;25/09/1966;1800;26.5;17.2;37;927.1;23;1;0;
83781;26/09/1966;0000;17.7;15.5;80;927.9;5;1;0;
83781;26/09/1966;1200;18.9;14.8;64;928;36;2;0;
83781;26/09/1966;1800;29.7;17.8;28;923.5;27;3;1;
83781;27/09/1966;0000;14.2;13.7;94;928.2;18;3;10;
83781;27/09/1966;1200;15;14.1;91;928.6;9;1;10;
83781;27/09/1966;1800;16.6;15.3;87;925.2;5;6;10;
83781;28/09/1966;0000;15.3;14.4;91;927.6;9;4;10;
83781;28/09/1966;1200;15.7;15;92;928.3;9;2;10;
83781;28/09/1966;1800;14.5;14.2;96;926.3;27;1;10;
83781;29/09/1966;0000;15.3;15;97;927.1;5;5;10;
83781;29/09/1966;1200;16.2;15.4;92;927.5;5;1;5;
83781;29/09/1966;1800;21.9;17.8;66;924.6;32;4;10;
83781;30/09/1966;0000;16.5;15.9;94;927;32;1;10;
83781;30/09/1966;1200;18.9;17.1;84;927;5;2;2;
83781;30/09/1966;1800;24.7;18.6;56;924.4;32;2;9;
83781;01/10/1966;0000;19.1;17.1;82;925.6;32;1;0;
83781;01/10/1966;1200;22.4;18;64;926.6;0;0;0;
83781;01/10/1966;1800;27.9;20.1;48;923.5;27;3;7;
83781;02/10/1966;0000;21.1;18.5;78;925.5;0;0;0;
83781;02/10/1966;1200;22.6;18.9;70;925.6;5;2;6;
83781;02/10/1966;1800;30.3;22.5;50;921.2;27;3;4;
83781;03/10/1966;0000;22.3;18.9;72;923;5;3;2;
83781;03/10/1966;1200;22.5;19.4;74;923.5;0;0;5;
83781;03/10/1966;1800;30.9;20.6;37;920.8;32;3;8;
83781;04/10/1966;0000;20.9;18.8;82;924.6;27;2;10;
83781;04/10/1966;1200;16.8;15.6;88;928.7;14;5;10;
83781;04/10/1966;1800;16.8;14.8;81;928.3;14;5;10;
83781;05/10/1966;0000;14.7;14;93;931.1;14;7;10;
83781;05/10/1966;1200;16.6;14.9;84;931.1;9;3;10;
83781;05/10/1966;1800;17;15.8;88;928.4;14;5;10;
83781;06/10/1966;0000;15;14.4;94;929.4;14;4;10;
83781;06/10/1966;1200;16.8;15.6;88;928.8;5;4;10;
83781;06/10/1966;1800;16.9;15.9;90;925.9;14;1;10;
83781;07/10/1966;0000;15.6;15.2;95;927.9;5;3;10;
83781;07/10/1966;1200;17.5;16.7;92;925.9;9;1;10;
83781;07/10/1966;1800;17.3;16.8;95;923.1;18;3;10;
83781;08/10/1966;0000;15.7;15.6;99;926.2;5;4;10;
83781;08/10/1966;1200;18;17.1;91;925.1;5;1;9;
83781;08/10/1966;1800;17.7;17.5;98;924.6;27;1;10;
83781;09/10/1966;0000;18.1;17.9;98;925.8;0;0;10;
83781;09/10/1966;1200;17.3;16.5;92;927;0;0;10;
83781;09/10/1966;1800;19.4;17.6;84;925.6;0;0;10;
83781;10/10/1966;0000;16;15.4;94;927.4;14;2;10;
83781;10/10/1966;1200;17.9;15.2;75;927.4;9;5;8;
83781;10/10/1966;1800;21.6;18.1;71;923.8;14;5;2;
83781;11/10/1966;0000;15.5;15.1;95;924.3;9;3;10;
83781;11/10/1966;1200;19.4;17.6;84;923.2;5;2;2;
83781;11/10/1966;1800;30.7;20.8;39;919;32;4;8;
83781;12/10/1966;0000;23;18.9;67;920.3;36;2;0;
83781;12/10/1966;1800;28.3;22;56;920.6;27;2;5;
83781;13/10/1966;0000;17.3;16.9;96;925.1;18;5;10;
83781;13/10/1966;1200;17.7;17.1;94;927.6;14;1;10;
83781;13/10/1966;1800;19.9;18.5;87;925;14;2;10;
83781;14/10/1966;0000;17.8;17.2;94;926.4;5;2;10;
83781;14/10/1966;1200;19.1;18.1;90;927.2;0;0;10;
83781;14/10/1966;1800;25.6;21.2;67;924.4;18;2;2;
83781;15/10/1966;0000;19;18.1;91;925.5;0;0;0;
83781;15/10/1966;1200;18.1;17.4;93;925.2;0;0;6;
83781;15/10/1966;1800;30.8;21.4;42;921.2;32;2;5;
83781;16/10/1966;0000;21.7;17.9;68;924.8;5;2;0;
83781;16/10/1966;1200;20.6;17.8;75;924.3;14;1;10;
83781;16/10/1966;1800;20.3;18.2;82;922.8;18;3;10;
83781;17/10/1966;0000;16.9;16.6;97;924.8;14;3;10;
83781;17/10/1966;1200;18.8;17.4;86;924.7;0;0;10;
83781;17/10/1966;1800;18.5;17.6;91;922.3;18;3;10;
83781;18/10/1966;0000;17.3;16.6;93;922.8;9;3;10;
83781;18/10/1966;1200;17.3;16.1;88;921.4;9;1;9;
83781;18/10/1966;1800;28.4;21.1;52;917.8;23;5;6;
83781;19/10/1966;0000;18.4;17.8;94;921.6;36;1;10;
83781;19/10/1966;1200;18.9;16.8;81;924;23;2;9;
83781;19/10/1966;1800;18.5;15.9;76;923.1;14;3;7;
83781;20/10/1966;0000;13.2;12.5;93;927.8;5;5;10;
83781;20/10/1966;1200;14.3;11.5;71;928.8;14;1;6;
83781;20/10/1966;1800;18.1;13.8;61;926.7;14;2;2;
83781;21/10/1966;0000;11.5;10.6;90;927.8;9;2;10;
83781;21/10/1966;1200;14.9;12.4;74;929.6;9;5;8;
83781;21/10/1966;1800;23;16.2;48;925;9;2;10;
83781;22/10/1966;0000;14.6;13.7;91;925.5;5;2;10;
83781;22/10/1966;1200;16.5;15.4;89;923.6;5;1;7;
83781;22/10/1966;1800;25.1;20;61;919;36;1;8;
83781;23/10/1966;0000;20;18.4;86;919.1;32;5;10;
83781;23/10/1966;1200;17.9;16.2;84;918.3;32;4;10;
83781;23/10/1966;1800;19.8;17.8;82;918.3;27;5;5;
83781;24/10/1966;0000;17.9;15.8;80;922.3;32;3;9;
83781;24/10/1966;1200;18.7;14.7;65;924.8;27;3;6;
83781;24/10/1966;1800;23.9;16.4;44;923;32;4;6;
83781;25/10/1966;0000;18.2;15.6;76;924.6;0;0;0;
83781;25/10/1966;1200;18.3;16.6;84;926.2;9;2;0;
83781;25/10/1966;1800;27.7;19.4;44;922.7;14;3;1;
83781;26/10/1966;0000;19.3;16.4;74;923.9;5;2;0;
83781;26/10/1966;1200;22.9;19.4;72;922.3;0;0;9;
83781;26/10/1966;1800;30.1;21.2;44;917.6;32;3;8;
83781;27/10/1966;0000;21.5;18.6;76;918.2;36;2;4;
83781;27/10/1966;1200;24.5;20.7;70;919.6;32;4;8;
83781;27/10/1966;1800;22.1;20.2;84;919.8;32;1;10;
83781;28/10/1966;0000;19.7;19.4;97;923.2;32;2;10;
83781;28/10/1966;1200;17.5;17.4;99;927.1;18;1;10;
83781;28/10/1966;1800;15.7;15.2;94;927;18;2;10;
83781;29/10/1966;0000;15.5;15.4;99;928.3;9;1;10;
83781;29/10/1966;1200;16.1;15.8;97;929.4;18;3;10;
83781;29/10/1966;1800;15.3;14.4;91;929.1;14;3;10;
83781;30/10/1966;0000;14.2;13.9;97;930;9;1;10;
83781;30/10/1966;1200;15.2;15.1;99;930.2;14;1;10;
83781;30/10/1966;1800;16.4;15.1;86;928.6;14;1;10;
83781;31/10/1966;0000;15.9;15.6;97;929.9;14;2;10;
83781;31/10/1966;1200;17.2;16.4;92;928.6;9;1;10;
83781;31/10/1966;1800;19.1;17.5;85;926.7;0;0;10;
83781;01/11/1966;0000;16.3;16.2;99;928;23;1;10;
83781;01/11/1966;1200;16.9;16.8;99;928.6;0;0;10;
83781;01/11/1966;1800;18.1;17;89;927;18;1;10;
83781;02/11/1966;0000;16.1;16;99;928.8;9;1;10;
83781;02/11/1966;1200;16.9;15.8;89;929.1;14;3;10;
83781;02/11/1966;1800;18.7;16.9;84;927.4;14;1;9;
83781;03/11/1966;0000;15.9;15.2;92;929.1;9;4;10;
83781;03/11/1966;1200;16.7;14.8;82;929.8;9;3;10;
83781;03/11/1966;1800;18.1;16;80;927.9;14;3;10;
83781;04/11/1966;0000;14.7;13.7;90;929.4;9;4;8;
83781;04/11/1966;1200;19.1;16.4;75;929.1;9;5;8;
83781;04/11/1966;1800;20.4;17.8;77;927;14;6;9;
83781;05/11/1966;0000;17.5;16.4;89;928.6;9;5;10;
83781;05/11/1966;1200;19.9;17.4;78;928.2;5;1;5;
83781;05/11/1966;1800;20.1;18.2;83;925.8;0;0;9;
83781;06/11/1966;0000;18.2;17.6;94;927.6;5;2;10;
83781;06/11/1966;1200;22.9;19.1;70;925.8;32;1;2;
83781;06/11/1966;1800;27.5;20;49;922.7;32;3;5;
83781;07/11/1966;0000;22;19.6;80;924.7;36;3;7;
83781;07/11/1966;1200;24;19.5;65;924.7;32;2;2;
83781;07/11/1966;1800;29.1;21.2;49;921.1;32;3;8;
83781;08/11/1966;0000;21.1;19;82;924.2;36;4;7;
83781;08/11/1966;1200;25;21;69;925.4;0;0;9;
83781;08/11/1966;1800;25.1;21.4;71;922;14;4;5;
83781;09/11/1966;0000;20.9;19.4;87;924.8;5;3;8;
83781;09/11/1966;1200;21.3;19.6;86;925.8;9;2;8;
83781;09/11/1966;1800;23.4;21;81;922.3;14;3;0;
83781;10/11/1966;0000;19.6;18.8;93;925;9;3;10;
83781;10/11/1966;1200;22;20;83;925.1;27;1;8;
83781;10/11/1966;1800;22.9;21.4;88;921.1;18;2;10;
83781;11/11/1966;0000;19.9;19.2;94;923.2;14;3;10;
83781;11/11/1966;1200;23.2;20.6;79;920.4;36;2;9;
83781;11/11/1966;1800;28.1;22.4;59;917.4;23;4;9;
83781;12/11/1966;0000;21.9;20.2;86;919.4;32;2;6;
83781;12/11/1966;1200;24.5;21.6;77;918.6;32;1;9;
83781;12/11/1966;1800;20.7;19.6;90;917.6;27;3;10;
83781;13/11/1966;0000;19.7;19.2;96;919.9;0;0;10;
83781;13/11/1966;1200;17.3;16.3;90;921.6;9;1;10;
83781;13/11/1966;1800;18.4;16.8;85;920;14;2;10;
83781;14/11/1966;0000;16.3;16.1;98;922.2;14;2;10;
83781;14/11/1966;1200;18.4;17.2;88;922.7;9;2;10;
83781;14/11/1966;1800;18.8;17.3;86;921.6;14;4;10;
83781;15/11/1966;0000;17.2;16.6;94;923.5;9;3;10;
83781;15/11/1966;1200;19.4;18;86;922.2;5;6;10;
83781;15/11/1966;1800;22.7;21.3;87;919.8;0;0;9;
83781;16/11/1966;0000;19.5;19.4;99;921.9;0;0;10;
83781;16/11/1966;1200;21.8;20.8;91;920.6;0;0;10;
83781;16/11/1966;1800;24.9;22;78;918.4;27;1;6;
83781;17/11/1966;0000;21.9;21.1;93;920.4;0;0;2;
83781;17/11/1966;1200;18.1;16.8;87;923.8;14;1;10;
83781;17/11/1966;1800;18.2;16.6;85;923.8;9;3;10;
83781;18/11/1966;0000;15.9;15.4;95;925.6;9;2;10;
83781;18/11/1966;1200;18.5;16.2;79;926.4;9;2;10;
83781;18/11/1966;1800;22.6;18.4;66;924.7;18;5;8;
83781;19/11/1966;0000;16.1;15.3;92;927.5;5;3;3;
83781;19/11/1966;1200;18.2;15;70;927.2;5;3;5;
83781;19/11/1966;1800;20.9;16.8;65;925.6;14;3;5;
83781;20/11/1966;0000;15.9;15;90;928;14;4;10;
83781;20/11/1966;1200;18.9;16.2;76;928.3;23;3;7;
83781;20/11/1966;1800;21.4;17.7;69;925.8;14;2;7;
83781;21/11/1966;0000;17.4;16.2;88;927.5;14;4;10;
83781;21/11/1966;1200;19.2;16.9;79;928;36;2;8;
83781;21/11/1966;1800;21.7;18.2;71;924.6;14;6;8;
83781;22/11/1966;0000;17.1;15.8;87;926.8;14;4;10;
83781;22/11/1966;1200;19;16.1;74;927.5;14;5;9;
83781;22/11/1966;1800;19.7;16;68;925.8;14;7;9;
83781;23/11/1966;0000;14.9;14;91;928.7;9;3;10;
83781;23/11/1966;1200;16.7;14.3;77;928.8;5;2;10;
83781;23/11/1966;1800;19.5;16.2;71;927.1;14;4;8;
83781;24/11/1966;0000;15.1;14.5;94;928.8;14;2;4;
83781;24/11/1966;1200;19.2;15.9;70;926.8;9;2;7;
83781;24/11/1966;1800;23.3;18.5;63;924;14;3;7;
83781;25/11/1966;0000;17.4;16;86;925.5;9;3;10;
83781;25/11/1966;1200;19.5;16.1;70;924.4;9;4;3;
83781;25/11/1966;1800;24.4;19.2;61;921.4;18;5;6;
83781;26/11/1966;0000;16.3;14.6;83;924.3;9;5;6;
83781;26/11/1966;1200;17.1;15.5;85;924.2;0;0;9;
83781;26/11/1966;1800;25.1;19.4;58;921;14;2;1;
83781;27/11/1966;0000;17.1;15.4;84;922.8;5;3;9;
83781;27/11/1966;1200;16.9;16;91;923.4;0;0;10;
83781;27/11/1966;1800;24.6;19.6;62;921.4;14;3;6;
83781;28/11/1966;0000;18.2;16.6;85;923.4;9;2;4;
83781;28/11/1966;1200;21;17.8;72;924.3;9;4;8;
83781;28/11/1966;1800;24;19.4;64;921.8;18;6;8;
83781;29/11/1966;0000;18.6;17.4;88;923;9;4;10;
83781;29/11/1966;1200;22.8;19.5;73;923.1;9;2;3;
83781;29/11/1966;1800;28.5;19.6;42;920.2;14;3;9;
83781;30/11/1966;0000;21.1;19;82;921;5;4;9;
83781;30/11/1966;1200;24.9;20;63;922.3;32;2;3;
83781;30/11/1966;1800;30.7;20.6;38;919.9;27;3;6;
83781;01/12/1966;0000;23.4;19.8;71;921.2;36;3;8;
83781;01/12/1966;1200;27.1;21.2;57;922.2;32;2;3;
83781;01/12/1966;1800;30;23.3;56;919.4;5;2;9;
83781;02/12/1966;0000;20.9;20.3;94;923.2;0;0;9;
83781;02/12/1966;1200;24.6;21.9;79;924.2;0;0;9;
83781;02/12/1966;1800;23;22.2;93;922;18;3;9;
83781;03/12/1966;0000;21.3;20.6;94;923.1;9;3;8;
83781;03/12/1966;1200;21.1;20.3;92;925.1;0;0;9;
83781;03/12/1966;1800;28.7;22.8;59;920.7;32;3;5;
83781;04/12/1966;0000;25.6;21.6;70;922.2;0;0;4;
83781;04/12/1966;1200;26.1;21.5;65;922.2;32;5;7;
83781;04/12/1966;1800;29.5;22.8;55;919.4;32;3;9;
83781;05/12/1966;0000;25.3;20.9;66;920;32;1;0;
83781;05/12/1966;1200;22.6;19.7;77;923.8;23;3;10;
83781;05/12/1966;1800;25.5;22.1;74;921.6;32;1;10;
83781;06/12/1966;0000;20.2;19.2;91;925;14;2;8;
83781;06/12/1966;1200;20.5;18.8;85;925.4;5;4;10;
83781;06/12/1966;1800;26.3;22;68;922.7;14;5;9;
83781;07/12/1966;0000;20.2;19.2;91;924.8;14;1;3;
83781;07/12/1966;1200;25.3;22.2;77;924;36;1;2;
83781;07/12/1966;1800;31.1;22.4;47;920.4;32;3;8;
83781;08/12/1966;0000;19.9;19.2;94;925.1;0;0;10;
83781;08/12/1966;1200;19.9;18.2;85;924.8;14;1;10;
83781;08/12/1966;1800;22.1;19.4;77;922;14;3;8;
83781;09/12/1966;0000;18.9;17.8;89;923.4;9;1;5;
83781;09/12/1966;1200;23.3;20.4;77;921.1;0;0;8;
83781;09/12/1966;1800;29.7;18.9;33;919;32;3;3;
83781;10/12/1966;0000;23.7;21.2;80;920.2;0;0;0;
83781;10/12/1966;1200;26.3;21.6;65;920.3;32;2;4;
83781;10/12/1966;1800;32;22.8;45;917.2;27;3;5;
83781;11/12/1966;0000;20.9;20;92;921;0;0;10;
83781;11/12/1966;1200;25.1;21.9;75;920.6;0;0;4;
83781;11/12/1966;1800;31;23.2;51;918.3;27;1;4;
83781;12/12/1966;0000;22.9;20.8;83;920.6;0;0;0;
83781;12/12/1966;1200;24.7;22.2;81;922.3;27;2;7;
83781;12/12/1966;1800;25.7;21.4;67;919.6;23;7;9;
83781;13/12/1966;0000;23.4;22.4;91;922.4;0;0;9;
83781;13/12/1966;1200;24.3;21.6;79;924.4;9;2;8;
83781;13/12/1966;1800;24.9;22;78;923;18;5;10;
83781;14/12/1966;0000;21.9;20.8;90;924.2;14;1;10;
83781;14/12/1966;1200;25.1;20.9;67;923.6;9;2;9;
83781;14/12/1966;1800;30.1;22.4;51;919.5;0;0;8;
83781;15/12/1966;0000;22.7;21.5;89;920.8;0;0;10;
83781;15/12/1966;1200;24.9;21.8;76;919.5;32;3;10;
