--------------------
BDMEP - INMET
--------------------
Estação           : RIO DE JANEIRO - RJ (OMM: 83743)
Latitude  (graus) : -22.89
Longitude (graus) : -43.18
Altitude  (metros): 11.10
Estação Operante
Inicio de operação: 01/01/1917
Periodo solicitado dos dados: 01/01/1950 a 03/10/2019
Os dados listados abaixo são os que encontram-se digitados no BDMEP
Hora em UTC
--------------------
Obs.: Os dados aparecem separados por ; (ponto e vírgula) no formato txt.
      Para o formato planilha XLS, <A HREF="instrucao.html" TARGET="_top" rel="facebox">siga as instruções</a>
--------------------
Estacao;Data;Hora;TempBulboSeco;TempBulboUmido;UmidadeRelativa;PressaoAtmEstacao;DirecaoVento;VelocidadeVentoNebulosidade;
83743;08/06/1966;0000;22.1;19.8;79;1015.6;0;0;5;
83743;08/06/1966;1200;20.8;19.2;86;1016.4;0;0;9;
83743;08/06/1966;1800;24.9;20.5;66;1015.1;18;2.6;7;
83743;09/06/1966;0000;21.5;19;78;1017.5;0;0;0;
83743;09/06/1966;1200;19.6;18.9;94;1020.6;0;0;10;
83743;09/06/1966;1800;23.8;19.2;63;1018.6;18;6.3;2;
83743;10/06/1966;0000;21.5;19;78;1019.5;0;0;0;
83743;10/06/1966;1200;18.9;17.6;87;1020.4;0;0;7;
83743;10/06/1966;1800;22.8;19.9;75;1016.8;18;5.5;6;
83743;11/06/1966;0000;21.6;19;77;1017.5;5;5;5;
83743;11/06/1966;1200;21.2;18;72;1018.6;0;0;0;
83743;11/06/1966;1800;25.4;20.6;64;1014.3;0;0;1;
83743;12/06/1966;0000;22.1;19.2;75;1015.9;0;0;2;
83743;12/06/1966;1200;21.9;19.4;78;1017.1;0;0;1;
83743;12/06/1966;1800;27.6;20.4;49;1012.4;0;0;2;
83743;13/06/1966;0000;23.8;20;69;1014.8;0;0;0;
83743;13/06/1966;1200;23;19.4;70;1014.8;0;0;6;
83743;13/06/1966;1800;27.6;19.9;46;1011.7;0;0;7;
83743;14/06/1966;0000;23.6;20.2;72;1013.2;0;0;5;
83743;14/06/1966;1200;22.8;20.2;78;1013.5;0;0;8;
83743;14/06/1966;1800;28.3;21.6;53;1010;36;1;7;
83743;15/06/1966;0000;24.6;21.8;77;1010.8;0;0;0;
83743;15/06/1966;1200;24.7;20.3;65;1009.4;0;0;10;
83743;15/06/1966;1800;32.4;22.8;41;1008.8;32;4.4;9;
83743;16/06/1966;0000;25.6;21.6;69;1010.8;0;0;2;
83743;16/06/1966;1200;24;21.1;76;1014.4;0;0;3;
83743;16/06/1966;1800;25.4;22.4;76;1012.6;18;7.9;2;
83743;17/06/1966;0000;23.2;22;89;1014;0;0;7;
83743;17/06/1966;1200;21.6;20.9;94;1012.7;0;0;10;
83743;17/06/1966;1800;26;22.2;67;1009.6;0;0;3;
83743;18/06/1966;0000;25;21.9;75;1013.4;0;0;3;
83743;18/06/1966;1200;22.5;20.8;85;1014.7;0;0;10;
83743;18/06/1966;1800;24.6;20.3;66;1013.8;27;3;10;
83743;19/06/1966;0000;21.4;19.9;86;1016.7;0;0;10;
83743;19/06/1966;1200;20.4;17.9;77;1018.7;0;0;10;
83743;19/06/1966;1800;21.4;19;79;1017.8;0;0;8;
83743;20/06/1966;0000;20.4;18.5;83;1019.1;0;0;10;
83743;20/06/1966;1200;20.4;17.4;73;1019.4;0;0;2;
83743;20/06/1966;1800;25.2;19.5;57;1015.4;0;0;1;
83743;21/06/1966;0000;21;18.2;75;1016.2;0;0;0;
83743;21/06/1966;1200;22.8;18;60;1013.9;32;3.3;4;
83743;21/06/1966;1800;26.9;20.6;55;1010.2;0;0;10;
83743;22/06/1966;0000;23.3;19.6;70;1011.5;0;0;3;
83743;22/06/1966;1200;23.8;19.6;66;1013;0;0;4;
83743;22/06/1966;1800;28.6;20.4;44;1009.9;32;1;1;
83743;23/06/1966;0000;23.6;19.8;69;1010.7;0;0;0;
83743;23/06/1966;1200;23.6;19.1;64;1013;0;0;0;
83743;23/06/1966;1800;30.8;21.6;42;1009.2;0;0;0;
83743;24/06/1966;0000;24.6;19.8;62;1009.8;0;0;0;
83743;24/06/1966;1200;23.3;20.4;76;1015;0;0;8;
83743;24/06/1966;1800;23.3;20;73;1014;9;7.5;9;
83743;25/06/1966;0000;21.4;19.9;86;1016.6;18;3;10;
83743;25/06/1966;1200;22;20.4;86;1017.9;0;0;10;
83743;25/06/1966;1800;23.2;20.8;79;1014.7;18;4;6;
83743;26/06/1966;0000;22.4;21;88;1016.6;18;2;2;
83743;26/06/1966;1200;20.9;20;92;1017.1;0;0;8;
83743;26/06/1966;1800;27.2;22.4;64;1013.4;0;0;3;
83743;27/06/1966;0000;23.9;20.4;71;1014.2;0;0;0;
83743;27/06/1966;1200;25;20;61;1012.4;0;0;3;
83743;27/06/1966;1800;28.9;20.3;42;1009;36;2;5;
83743;28/06/1966;0000;24.4;21.1;73;1011;0;0;2;
83743;28/06/1966;1200;25.6;19.8;56;1010.7;0;0;1;
83743;28/06/1966;1800;29.7;22;48;1006;32;3.8;0;
83743;29/06/1966;0000;26;20.4;58;1007.6;0;0;0;
83743;29/06/1966;1200;25.5;20.9;64;1011;0;0;2;
83743;29/06/1966;1800;30.2;21.1;41;1008.7;0;0;1;
83743;30/06/1966;0000;25.7;20.2;59;1012.2;0;0;0;
83743;30/06/1966;1200;22.6;20.8;84;1017.2;0;0;6;
83743;30/06/1966;1800;23.4;20.4;75;1016.6;18;2.8;10;
83743;01/07/1966;0000;18.2;17.4;92;1022.3;0;0;10;
83743;01/07/1966;1200;19;18;90;1023.2;32;1.5;10;
83743;01/07/1966;1800;20.8;18.4;77;1020.7;0;0;10;
83743;02/07/1966;0000;19.1;18.6;95;1022;0;0;10;
83743;02/07/1966;1200;19.9;19;92;1021.3;0;0;10;
83743;02/07/1966;1800;22.2;19.8;79;1018.6;14;2;10;
83743;03/07/1966;0000;20.6;19.1;87;1020.3;9;8;10;
83743;03/07/1966;1200;20.2;19.2;91;1019.6;0;0;10;
83743;03/07/1966;1800;22;19.6;79;1017.5;14;5.8;9;
83743;04/07/1966;0000;20.5;19.2;88;1019.4;0;0;8;
83743;04/07/1966;1200;20.4;19.3;89;1011;36;2.3;10;
83743;04/07/1966;1800;23.2;20.1;75;1018.6;14;1;3;
83743;05/07/1966;0000;21.1;19.4;84;1020.7;0;0;3;
83743;05/07/1966;1200;20.7;19.4;88;1021.9;0;0;4;
83743;05/07/1966;1800;22.8;19.8;74;1018.7;14;2;5;
83743;06/07/1966;0000;21.4;19.6;84;1020.3;5;1;7;
83743;06/07/1966;1200;20.8;19.4;87;1021;0;0;5;
83743;06/07/1966;1800;23.4;20;72;1018.2;14;4.2;4;
83743;07/07/1966;0000;21.6;19;77;1019.6;0;0;6;
83743;07/07/1966;1200;21.1;19.1;82;1020.2;36;0.2;8;
83743;07/07/1966;1800;23.4;20.3;74;1017.4;9;2.9;10;
83743;08/07/1966;0000;21.1;18.9;80;1019.1;0;0;10;
83743;08/07/1966;1200;19.5;18.2;87;1019.6;0;0;10;
83743;08/07/1966;1800;22.2;19.7;79;1017.9;32;1;10;
83743;09/07/1966;0000;20.2;18.7;86;1018.7;0;0;6;
83743;09/07/1966;1200;19.7;18.3;87;1020.3;0;0;0;
83743;09/07/1966;1800;23.6;19.7;69;1016.8;0;0;0;
83743;10/07/1966;0000;22.6;20.3;80;1017.9;0;0;0;
83743;10/07/1966;1200;19.4;18.6;92;1018.7;0;0;1;
83743;10/07/1966;1800;23.4;20.2;74;1015.9;14;4;1;
83743;11/07/1966;0000;22.5;20.9;86;1016.8;0;0;0;
83743;11/07/1966;1200;21.3;19.4;83;1017.4;0;0;1;
83743;11/07/1966;1800;25.4;21;66;1014.7;14;5.9;1;
83743;12/07/1966;0000;22.9;20.6;81;1015.1;0;0;0;
83743;12/07/1966;1200;22.6;20.2;80;1017;0;0;0;
83743;12/07/1966;1800;26.9;20.6;55;1013.9;14;1.3;0;
83743;13/07/1966;0000;23.9;19.6;66;1014.7;0;0;0;
83743;13/07/1966;1200;22.2;19.2;75;1017;0;0;0;
83743;13/07/1966;1800;27.9;20.4;47;1013.4;0;0;0;
83743;14/07/1966;0000;23.7;20.4;72;1014.6;0;0;0;
83743;14/07/1966;1200;22.4;19;71;1015.4;0;0;0;
83743;14/07/1966;1800;28.2;20.2;45;1012.4;0;0;0;
83743;15/07/1966;0000;24.3;20.3;67;1013.9;0;0;0;
83743;15/07/1966;1200;21.6;19.5;81;1014.8;0;0;9;
83743;15/07/1966;1800;28;20.6;49;1011.4;0;0;5;
83743;16/07/1966;0000;25.1;21;67;1012.8;0;0;9;
83743;16/07/1966;1200;25.6;19.6;55;1015.6;0;0;2;
83743;16/07/1966;1800;24.5;20.9;70;1012.8;14;4;7;
83743;17/07/1966;0000;24.2;20.4;69;1014.8;0;0;0;
83743;17/07/1966;1200;22.3;20.8;87;1019.1;0;0;4;
83743;17/07/1966;1800;24.2;21.5;78;1017.2;9;3.8;6;
83743;18/07/1966;0000;22.1;20.5;86;1019.2;14;1;10;
83743;18/07/1966;1200;22;20.4;86;1020.2;0;0;4;
83743;18/07/1966;1800;23;20.6;80;1017.8;14;3.8;9;
83743;19/07/1966;0000;22.4;20.7;86;1019.4;0;0;10;
83743;19/07/1966;1200;21.9;19.5;79;1019.5;0;0;2;
83743;19/07/1966;1800;24.9;21.3;71;1016.6;14;5.4;6;
83743;20/07/1966;0000;22.7;20.4;80;1018.3;0;0;0;
83743;20/07/1966;1200;20.4;19.2;89;1019.2;36;1.4;10;
83743;20/07/1966;1800;25.3;21.2;68;1015.8;9;2.2;6;
83743;21/07/1966;0000;23.6;20.4;73;1016.4;0;0;0;
83743;21/07/1966;1200;23.4;20.4;75;1015.8;0;0;8;
83743;21/07/1966;1800;28;20.9;50;1012.4;32;3.8;8;
83743;22/07/1966;0000;25.1;20.4;63;1012.3;0;0;3;
83743;22/07/1966;1200;25.2;20;60;1013;0;0;10;
83743;22/07/1966;1800;28.8;21.6;48;1009.4;36;3.5;8;
83743;23/07/1966;0000;24.6;19.6;61;1009.6;0;0;4;
83743;23/07/1966;1200;26.2;19.2;49;1013.2;36;9;8;
83743;23/07/1966;1800;23.7;20.2;71;1013;14;6.9;9;
83743;24/07/1966;0000;21.7;19.4;79;1018.6;14;2;10;
83743;24/07/1966;1200;18.6;16.1;76;1025.1;14;5.2;10;
83743;24/07/1966;1800;19.5;16.3;70;1024;0;0;10;
83743;25/07/1966;0000;17.9;16.3;84;1026;0;0;10;
83743;25/07/1966;1200;17.4;16.4;90;1026.7;32;2;10;
83743;25/07/1966;1800;21;16.9;63;1024;5;2.5;10;
83743;26/07/1966;0000;19.9;16.7;71;1025.4;0;0;10;
83743;26/07/1966;1200;19.9;16.9;73;1024.7;0;0;4;
83743;26/07/1966;1800;21.4;17.2;64;1021.8;9;4.5;8;
83743;27/07/1966;0000;19.8;16.8;73;1022.6;0;0;6;
83743;27/07/1966;1200;18.8;16.4;77;1023.2;0;0;2;
83743;27/07/1966;1800;21.7;18.1;69;1019.2;14;8.2;5;
83743;28/07/1966;0000;19.6;16.4;70;1020.3;0;0;2;
83743;28/07/1966;1200;19;16.5;76;1019.2;36;0.2;10;
83743;28/07/1966;1800;22.8;19;68;1014.2;9;2;6;
83743;29/07/1966;0000;21.4;18.7;77;1013.6;0;0;7;
83743;29/07/1966;1200;24.4;19.3;60;1012.6;32;4;4;
83743;29/07/1966;1800;27.8;20.1;47;1007.2;5;1.5;9;
83743;30/07/1966;0000;25;19.9;60;1008;0;0;10;
83743;30/07/1966;1200;24.8;20.7;67;1009.5;32;1;6;
83743;30/07/1966;1800;27.4;20.5;51;1008;14;8.3;9;
83743;31/07/1966;0000;22.6;20.2;80;1012.7;0;0;3;
83743;31/07/1966;1200;21.9;20.4;87;1013.8;0;0;10;
83743;31/07/1966;1800;21.9;19.4;78;1013;0;0;10;
83743;01/08/1966;0000;20.2;18;79;1016.2;0;0;10;
83743;01/08/1966;1200;16.7;15.3;86;1019.5;0;0;10;
83743;01/08/1966;1800;17.8;16.2;84;1015.5;0;0;10;
83743;02/08/1966;0000;17.2;16.4;92;1018.4;0;0;10;
83743;02/08/1966;1200;18.4;16.9;85;1019.4;0;0;9;
83743;02/08/1966;1800;20.6;18.6;82;1016.6;5;1;10;
83743;03/08/1966;0000;19.6;17.8;83;1017.5;5;4;3;
83743;03/08/1966;1200;20.8;18.8;82;1018.2;0;0;3;
83743;03/08/1966;1800;25.1;21.3;69;1013.9;14;2.9;1;
83743;04/08/1966;0000;22.8;20.5;81;1015;0;0;0;
83743;04/08/1966;1200;22.6;20.3;80;1015.1;0;0;1;
83743;04/08/1966;1800;27.3;21.2;55;1011.4;9;1;0;
83743;05/08/1966;0000;24.7;21;70;1011.4;0;0;0;
83743;05/08/1966;1200;22.6;19.7;76;1011.6;0;0;0;
83743;05/08/1966;1800;30.2;21.6;44;1008.2;0;0;7;
83743;06/08/1966;0000;25.9;21.1;63;1009.9;0;0;5;
83743;06/08/1966;1200;19.6;16.9;75;1016.6;0;0;10;
83743;06/08/1966;1800;19;15.9;71;1015.4;14;3.6;10;
83743;07/08/1966;0000;17.8;14.9;71;1018.8;18;1;10;
83743;07/08/1966;1200;17.5;15;75;1020.7;0;0;10;
83743;07/08/1966;1800;19.7;16.2;68;1018.4;9;1;10;
83743;08/08/1966;0000;19.4;16.4;72;1020;0;0;10;
83743;08/08/1966;1200;18.8;17.2;85;1020.3;36;1;2;
83743;08/08/1966;1800;23.2;19.8;72;1015.8;14;3;2;
83743;09/08/1966;0000;21.8;18.3;70;1016.8;0;0;0;
83743;09/08/1966;1200;18.6;18;94;1017.4;0;0;7;
83743;09/08/1966;1800;23.4;19.6;69;1015;14;4.5;4;
83743;10/08/1966;0000;21.9;19.4;78;1017.6;0;0;10;
83743;10/08/1966;1200;21.5;20.1;87;1019.6;0;0;10;
83743;10/08/1966;1800;22.4;19;71;1017.2;14;5;10;
83743;11/08/1966;0000;21.3;19;80;1019;0;0;10;
83743;11/08/1966;1200;21.6;19.9;85;1019.9;0;0;7;
83743;11/08/1966;1800;24.2;20.6;71;1015.8;9;6;4;
83743;12/08/1966;0000;21.5;19.8;84;1017.9;0;0;10;
83743;12/08/1966;1200;20.8;19.2;86;1017.5;0;0;4;
83743;12/08/1966;1800;23;19.8;73;1013.6;14;5;0;
83743;13/08/1966;0000;22.8;20.6;82;1014;0;0;0;
83743;13/08/1966;1200;20.5;19.1;87;1014;0;0;0;
83743;13/08/1966;1800;28.1;20.9;49;1010.4;0;0;0;
83743;14/08/1966;0000;25.2;20.8;66;1011.1;0;0;0;
83743;14/08/1966;1200;25;19.8;60;1010;0;0;2;
83743;14/08/1966;1800;30;21.3;43;1007.1;36;1;7;
83743;15/08/1966;0000;25.4;21.1;67;1009.5;0;0;3;
83743;15/08/1966;1200;22.7;19.1;70;1016.3;18;2.5;10;
83743;15/08/1966;1800;21.8;19.4;79;1013.5;14;2;10;
83743;16/08/1966;0000;20.1;19.6;95;1015.8;0;0;10;
83743;16/08/1966;1200;18.7;17.6;89;1019.6;0;0;10;
83743;16/08/1966;1800;18.6;17.2;87;1018.3;14;2.4;10;
83743;17/08/1966;0000;17;16.4;94;1020.8;18;3;10;
83743;17/08/1966;1200;17.7;16.3;86;1022.3;0;0;10;
83743;17/08/1966;1800;19.6;17.2;78;1020.4;0;0;10;
83743;18/08/1966;0000;18.5;16.9;84;1022.2;0;0;10;
83743;18/08/1966;1200;19.4;17.3;80;1023.2;36;4.9;7;
83743;18/08/1966;1800;21.8;18.6;73;1018.8;14;7.8;8;
83743;19/08/1966;0000;19.4;17.1;79;1019.8;5;5;2;
83743;19/08/1966;1200;19.6;16.9;75;1019;0;0;0;
83743;19/08/1966;1800;25.2;19.8;59;1013.6;0;0;0;
83743;20/08/1966;0000;22.4;19.7;77;1013;0;0;0;
83743;20/08/1966;1200;20.2;18.5;84;1012.4;36;1;1;
83743;20/08/1966;1800;26.6;21.9;64;1010.6;14;4.2;0;
83743;21/08/1966;0000;21.8;19.9;83;1014;0;0;0;
83743;21/08/1966;1200;22.4;20.7;86;1015.6;0;0;7;
83743;21/08/1966;1800;22.7;21;85;1014.3;0;0;10;
83743;22/08/1966;0000;21.4;19.8;85;1014.2;0;0;1;
83743;22/08/1966;1200;21.5;20.1;87;1016.2;0;0;6;
83743;22/08/1966;1800;23.2;20.9;80;1013.6;14;6.8;9;
83743;23/08/1966;0000;21.8;20;84;1017.1;14;3.3;4;
83743;23/08/1966;1200;23;20.2;77;1018.6;0;0;0;
83743;23/08/1966;1800;24.2;21.4;79;1014.2;14;3.5;2;
83743;24/08/1966;0000;22.4;20.3;82;1014.8;0;0;0;
83743;24/08/1966;1200;24.4;20.8;71;1013;14;3.5;6;
83743;24/08/1966;1800;22.3;20.3;83;1011.4;14;5;10;
83743;25/08/1966;0000;20.3;19.9;96;1014.2;0;0;10;
83743;25/08/1966;1200;17.9;17.2;93;1019.2;18;2;10;
83743;25/08/1966;1800;17.3;16.3;90;1020.2;0;0;10;
83743;26/08/1966;0000;17;15.4;84;1023.4;23;6;10;
83743;26/08/1966;1200;15.4;14.2;87;1025.1;0;0;10;
83743;26/08/1966;1800;18;15.6;77;1022.8;0;0;10;
83743;27/08/1966;0000;16.2;15.7;95;1025.4;14;2;10;
83743;27/08/1966;1200;17.8;16.3;85;1024.6;0;0;8;
83743;27/08/1966;1800;21.2;16.4;59;1020.2;0;0;3;
83743;28/08/1966;0000;18.6;16.6;81;1021.9;5;4;10;
83743;28/08/1966;1200;17.7;16.1;84;1020.6;0;0;4;
83743;28/08/1966;1800;23.4;19;64;1015.4;0;0;1;
83743;29/08/1966;0000;19.5;17.3;79;1016.4;5;1;1;
83743;29/08/1966;1200;20.8;17.8;73;1013.6;0;0;0;
83743;29/08/1966;1800;26.8;20.8;56;1009.5;0;0;0;
83743;30/08/1966;0000;23.8;20.3;71;1011;0;0;5;
83743;30/08/1966;1200;23.1;19.2;68;1011.1;0;0;0;
83743;30/08/1966;1800;24.6;21.1;72;1009.2;23;8;8;
83743;31/08/1966;0000;21.5;20.6;92;1011.6;0;0;0;
83743;31/08/1966;1200;21.5;19.8;84;1010.3;0;0;1;
83743;31/08/1966;1800;29.3;24.6;66;1005.1;14;2.3;6;
83743;01/09/1966;0000;25.7;22.3;73;1007.9;0;0;2;
83743;01/09/1966;1200;25;22;76;1010.7;0;0;9;
83743;01/09/1966;1800;29.2;24.4;66;1007;14;4;6;
83743;02/09/1966;0000;26.2;23.4;78;1011.8;0;0;3;
83743;02/09/1966;1200;25.1;21.8;73;1017.6;27;1.5;6;
83743;02/09/1966;1800;23.3;21.4;84;1015.8;27;3.5;10;
83743;03/09/1966;0000;21.9;20.2;85;1018;0;0;10;
83743;03/09/1966;1200;21;19.5;86;1018.2;0;0;10;
83743;03/09/1966;1800;22.8;20.8;83;1014.2;14;5;6;
83743;04/09/1966;0000;20.4;19.6;92;1015.9;14;5;10;
83743;04/09/1966;1200;20.4;19.2;89;1017.6;0;0;10;
83743;04/09/1966;1800;22.1;20;81;1016.6;14;2;10;
83743;05/09/1966;0000;19.3;19.2;100;1019.1;27;7;10;
83743;05/09/1966;1200;20.3;18.7;86;1021.8;0;0;10;
83743;05/09/1966;1800;21.8;19.6;81;1019.6;14;8;9;
83743;06/09/1966;0000;20.7;19.3;87;1021.5;5;3.5;10;
83743;06/09/1966;1200;21.6;19.3;79;1020.8;36;1.3;3;
83743;06/09/1966;1800;25.8;21.8;68;1015.7;9;3;4;
83743;07/09/1966;0000;21.5;19.7;84;1016.4;23;3;0;
83743;07/09/1966;1200;21.4;19.4;82;1017.2;0;0;3;
83743;07/09/1966;1800;27;24.6;82;1012;14;6;1;
83743;08/09/1966;0000;24.1;22.5;86;1013.6;5;3.2;0;
83743;08/09/1966;1200;24.9;22.4;80;1015.2;0;0;0;
83743;08/09/1966;1800;31;22.4;45;1010.7;36;2.3;1;
83743;09/09/1966;0000;26.5;22.1;67;1011.5;0;0;0;
83743;09/09/1966;1200;23.5;21.4;82;1012.6;32;1.3;0;
83743;09/09/1966;1800;27.8;22.4;60;1010.7;27;5.1;1;
83743;10/09/1966;0000;23.3;21.5;85;1014.3;0;0;6;
83743;10/09/1966;1200;22.9;21.5;88;1013.5;0;0;4;
83743;10/09/1966;1800;25.8;22.9;77;1008.8;0;0;0;
83743;11/09/1966;0000;25.4;23.2;83;1010.6;0;0;0;
83743;11/09/1966;1200;23.8;21.5;81;1011.2;0;0;0;
83743;11/09/1966;1800;27.8;24.5;75;1010;14;2;0;
83743;12/09/1966;0000;23.4;21.4;83;1013.6;0;0;0;
83743;12/09/1966;1200;22.5;20.6;84;1015.4;0;0;5;
83743;12/09/1966;1800;26.8;22.5;67;1011.4;14;7.8;0;
83743;13/09/1966;0000;24.6;22.3;81;1013;0;0;0;
83743;13/09/1966;1200;23.5;20.9;78;1014.6;9;4;1;
83743;13/09/1966;1800;24.2;21;74;1011.5;14;7.4;4;
83743;14/09/1966;0000;22.4;20.5;84;1013.4;9;2;10;
83743;14/09/1966;1200;23.5;20.6;76;1012.2;0;0;0;
83743;14/09/1966;1800;25.8;21.6;67;1005.8;14;5.1;0;
83743;15/09/1966;0000;24.8;22.4;80;1007.5;0;0;0;
83743;15/09/1966;1200;24.2;21.4;77;1009.2;0;0;0;
83743;15/09/1966;1800;25.9;21.6;67;1005;14;4.3;10;
83743;16/09/1966;0000;23.4;20.8;78;1009.6;0;0;10;
83743;16/09/1966;1200;23.1;20.7;80;1010.4;9;2;3;
83743;16/09/1966;1800;26.1;20.2;56;1007.8;0;0;3;
83743;17/09/1966;0000;22.4;20.4;83;1013;14;3.5;10;
83743;17/09/1966;1200;18.2;16.8;86;1016.4;14;7;10;
83743;17/09/1966;1800;17.3;15.8;85;1015.9;9;3.8;10;
83743;18/09/1966;0000;17.8;13.8;62;1019;0;0;10;
83743;18/09/1966;1200;18;14.2;64;1020;0;0;10;
83743;18/09/1966;1800;19.8;13.2;43;1017.6;14;9;1;
83743;19/09/1966;0000;17.3;12.8;57;1019;0;0;1;
83743;19/09/1966;1200;17.7;14.9;73;1019.6;0;0;3;
83743;19/09/1966;1800;20.1;15.9;62;1015.4;14;8.9;2;
83743;20/09/1966;0000;19.6;15.6;64;1017.1;5;2;10;
83743;20/09/1966;1200;17.9;15.7;79;1013.9;0;0;10;
83743;20/09/1966;1800;21.4;17.2;64;1010;9;2.1;10;
83743;21/09/1966;0000;20.5;18.2;79;1012.3;0;0;10;
83743;21/09/1966;1200;21;17.8;71;1013.6;0;0;10;
83743;21/09/1966;1800;19.8;15.8;64;1014.7;27;7;10;
83743;22/09/1966;0000;18.7;14.3;59;1018.4;0;0;10;
83743;22/09/1966;1200;19.8;14.5;53;1019.9;18;4.7;7;
83743;22/09/1966;1800;20.7;13.8;42;1018.4;14;4.6;6;
83743;23/09/1966;0000;18.2;13.4;55;1021.8;23;1;7;
83743;23/09/1966;1200;16.8;14.3;75;1023.6;9;2.1;10;
83743;23/09/1966;1800;20;14.2;50;1020.7;23;1.6;7;
83743;24/09/1966;0000;17.5;14.2;68;1023.2;0;0;1;
83743;24/09/1966;1200;17.2;14.7;75;1023;0;0;1;
83743;24/09/1966;1800;19.9;15.4;60;1019.9;18;8;2;
83743;25/09/1966;0000;18.5;14.6;63;1021.9;5;3;9;
83743;25/09/1966;1200;19.1;16;71;1021.4;0;0;0;
83743;25/09/1966;1800;22.5;17.4;57;1015.4;14;6;0;
83743;26/09/1966;0000;20.2;16.8;69;1015.2;36;1;0;
83743;26/09/1966;1200;20.7;17.6;72;1013.5;27;2;0;
83743;26/09/1966;1800;27.4;19.9;47;1009;14;3.7;0;
83743;27/09/1966;0000;21.9;18.8;73;1013;0;0;0;
83743;27/09/1966;1200;22.4;19.1;72;1015;0;0;7;
83743;27/09/1966;1800;22.6;19.4;73;1011.6;14;3.1;10;
83743;28/09/1966;0000;21.6;19.2;79;1015.1;0;0;8;
83743;28/09/1966;1200;20.1;18.8;88;1016;0;0;10;
83743;28/09/1966;1800;20.6;19.6;91;1014.2;0;0;10;
83743;29/09/1966;0000;20.6;19;86;1016.7;5;3.5;10;
83743;29/09/1966;1200;21.5;19.8;84;1016.4;0;0;10;
83743;29/09/1966;1800;22;20;82;1014.3;0;0;10;
83743;30/09/1966;0000;21;18.8;78;1015;0;0;10;
83743;30/09/1966;1200;24.2;20.7;72;1014.7;0;0;3;
83743;30/09/1966;1800;26.2;21.6;65;1011;14;2.6;7;
83743;01/10/1966;0000;24.9;21.1;70;1012.3;0;0;2;
83743;01/10/1966;1200;26;21.1;63;1012.4;0;0;1;
83743;01/10/1966;1800;29.9;22.3;49;1008.4;0;0;3;
83743;02/10/1966;0000;25.4;22.6;78;1010.8;0;0;3;
83743;02/10/1966;1200;26.6;22.9;71;1010.2;0;0;0;
83743;02/10/1966;1800;29.1;21.7;49;1006.6;36;3;2;
83743;03/10/1966;0000;26;22.4;72;1008;0;0;1;
83743;03/10/1966;1200;26.8;23;71;1006.8;0;0;0;
83743;03/10/1966;1800;29;22.8;57;1004;9;6.1;2;
83743;04/10/1966;0000;24.2;21.4;77;1008.4;0;0;1;
83743;04/10/1966;1200;25.1;20.7;65;1013.8;0;0;9;
83743;04/10/1966;1800;21.4;20.2;89;1013.8;23;1.5;10;
83743;05/10/1966;0000;19.9;19.3;94;1017.5;0;0;10;
83743;05/10/1966;1200;20;18.4;85;1019.2;9;3.1;10;
83743;05/10/1966;1800;21.4;17.6;67;1016.7;9;3;10;
83743;06/10/1966;0000;20.4;18;78;1017.6;0;0;10;
83743;06/10/1966;1200;20.5;18.2;79;1017.2;0;0;10;
83743;06/10/1966;1800;19.7;18.2;86;1014.2;9;2.5;10;
83743;07/10/1966;0000;18.6;17.8;92;1017.2;9;4.6;10;
83743;07/10/1966;1200;21.1;18.7;79;1013.5;9;1.4;6;
83743;07/10/1966;1800;23.3;20.7;79;1009.5;9;6;9;
83743;08/10/1966;0000;20.4;19.8;94;1011.6;36;5;10;
83743;08/10/1966;1200;22.4;20.5;84;1011.6;0;0;10;
83743;08/10/1966;1800;24.6;21.2;73;1009.5;14;5.7;10;
83743;09/10/1966;0000;22.6;21;86;1011.5;0;0;10;
83743;09/10/1966;1200;22.9;21.2;86;1011.8;0;0;10;
83743;09/10/1966;1800;23.5;20.4;74;1010.6;0;0;10;
83743;10/10/1966;0000;21.5;19.5;82;1013.6;0;0;10;
83743;10/10/1966;1200;23;19.2;69;1014;9;3.9;4;
83743;10/10/1966;1800;23.3;18.4;60;1011.1;14;8.8;2;
83743;11/10/1966;0000;21;18.3;76;1012.6;9;2.8;10;
83743;11/10/1966;1200;23.1;19.5;70;1010.8;0;0;2;
83743;11/10/1966;1800;24;20.3;70;1005.4;14;4.7;1;
83743;12/10/1966;0000;23.2;20.9;80;1007;0;0;0;
83743;12/10/1966;1200;26.2;21.9;67;1006.8;0;0;1;
83743;12/10/1966;1800;31;23.7;50;1003.5;14;5.7;10;
83743;13/10/1966;0000;24.1;21.1;75;1010.8;0;0;6;
83743;13/10/1966;1200;23.1;20.4;77;1012.8;0;0;10;
83743;13/10/1966;1800;24.2;21.2;76;1010.7;0;0;10;
83743;14/10/1966;0000;22.4;21.3;90;1012.8;0;0;10;
83743;14/10/1966;1200;24.3;22;81;1012.6;0;0;5;
83743;14/10/1966;1800;24.6;22;79;1010.4;14;4.7;10;
83743;15/10/1966;0000;22.6;21.6;91;1011.6;0;0;10;
83743;15/10/1966;1200;25.3;22.9;81;1011;0;0;7;
83743;15/10/1966;1800;26.7;22.7;69;1006.8;5;5;2;
83743;16/10/1966;0000;23.6;22.2;88;1009.6;14;4;2;
83743;16/10/1966;1200;23.6;21.7;84;1009.9;14;2.2;10;
83743;16/10/1966;1800;25.6;22.3;74;1007;9;8.2;8;
